"Dist Code","Year","State Code","State Name","Dist Name","RICE AREA (1000 ha)","RICE PRODUCTION (1000 tons)","RICE YIELD (Kg per ha)","WHEAT AREA (1000 ha)","WHEAT PRODUCTION (1000 tons)","WHEAT YIELD (Kg per ha)","MAIZE AREA (1000 ha)","MAIZE PRODUCTION (1000 tons)","MAIZE YIELD (Kg per ha)","CHICKPEA AREA (1000 ha)","CHICKPEA PRODUCTION (1000 tons)","CHICKPEA YIELD (Kg per ha)","MINOR PULSES AREA (1000 ha)","MINOR PULSES PRODUCTION (1000 tons)","MINOR PULSES YIELD (Kg per ha)","OILSEEDS AREA (1000 ha)","OILSEEDS PRODUCTION (1000 tons)","OILSEEDS YIELD (Kg per ha)","COTTON AREA (1000 ha)","COTTON PRODUCTION (1000 tons)","COTTON YIELD (Kg per ha)","FRUITS AND VEGETABLES AREA (1000 ha)"
"54","2007","1","Andhra Pradesh","Chittoor","52.44","157.43","3002.1","0.0","0.0","0.0","1.06","7.02","6622.64","0.01","0.01","1000.0","9.54","4.71","493.71","177.37","308.95","1741.84","0.0","0.0","0.0","75.38"
"54","2008","1","Andhra Pradesh","Chittoor","55.52","164.88","2969.74","0.0","0.0","0.0","1.8","12.39","6883.33","0.06","0.07","1166.67","7.6","4.03","530.26","197.08","133.2","675.87","0.02","0.01","500.0","82.74"
"54","2009","1","Andhra Pradesh","Chittoor","54.91","170.13","3098.34","0.0","0.0","0.0","1.94","9.38","4835.05","0.0","0.0","0.0","18.41","11.25","611.08","147.63","133.86","906.73","0.07","0.02","285.71","88.14"
"54","2010","1","Andhra Pradesh","Chittoor","61.58","185.14","3006.5","0.0","0.0","0.0","1.51","9.88","6543.05","0.0","0.0","0.0","12.0","5.28","440.0","167.64","192.0","1145.31","0.24","0.02","83.33","94.51"
"54","2011","1","Andhra Pradesh","Chittoor","51.11","168.93","3305.22","0.0","0.0","0.0","1.81","9.89","5464.09","0.0","0.0","0.0","11.91","6.45","541.56","151.76","129.54","853.58","0.4","0.01","25.0","95.83"
"54","2012","1","Andhra Pradesh","Chittoor","47.51","171.41","3607.87","0.0","0.0","0.0","1.63","8.25","5061.35","0.02","0.01","500.0","11.07","6.55","591.69","155.33","127.44","820.45","0.54","0.12","222.22","94.37"
"54","2013","1","Andhra Pradesh","Chittoor","49.86","169.02","3389.89","0.0","0.0","0.0","3.21","17.4","5420.56","0.01","0.01","1000.0","12.73","6.92","543.6","160.46","176.57","1100.4","0.35","0.16","457.14","97.48"
"54","2014","1","Andhra Pradesh","Chittoor","40.97","132.42","3232.12","0.0","0.0","0.0","3.68","15.25","4144.02","0.01","0.01","1000.0","13.12","8.1","617.38","137.49","97.81","711.4","0.85","0.36","423.53","98.37"
"54","2015","1","Andhra Pradesh","Chittoor","88.15","334.55","3795.24","0.0","0.0","0.0","3.16","11.39","3604.43","0.0","0.0","0.0","16.71","9.25","553.57","130.97","165.14","1260.9","1.14","0.36","315.79","104.55"
"55","2006","20","Telangana","Hyderabad","31.05","82.81","2666.99","1.26","0.75","595.24","23.19","65.7","2833.12","4.88","5.17","1059.43","21.4","7.01","327.57","13.88","11.11","800.43","16.33","3.76","230.25","27.65"
"55","2007","20","Telangana","Hyderabad","30.4","77.02","2533.55","1.17","0.77","658.12","27.05","118.71","4388.54","8.81","10.15","1152.1","21.43","8.36","390.11","20.67","21.44","1037.25","17.4","6.87","394.83","29.25"
"55","2008","20","Telangana","Hyderabad","32.1","92.02","2866.67","1.04","0.66","634.62","30.03","76.26","2539.46","6.96","9.5","1364.94","15.23","6.49","426.13","18.75","22.79","1215.47","17.84","8.21","460.2","27.53"
"55","2009","20","Telangana","Hyderabad","35.36","92.66","2620.48","0.99","0.85","858.59","27.04","53.07","1962.65","6.64","10.22","1539.16","19.37","0.7","36.14","15.32","13.96","911.23","26.59","6.06","227.91","28.11"
"55","2010","20","Telangana","Hyderabad","52.36","136.1","2599.31","0.79","1.03","1303.8","29.0","62.23","2145.86","6.7","6.8","1014.93","20.67","4.12","199.32","17.5","12.92","738.29","34.07","9.71","285.0","37.19"
"55","2011","20","Telangana","Hyderabad","43.67","103.1","2360.89","0.68","0.9","1323.53","37.69","72.24","1916.69","5.0","5.3","1060.0","12.6","5.04","400.0","14.35","20.3","1414.63","40.03","6.69","167.12","34.2"
"55","2012","20","Telangana","Hyderabad","40.91","98.4","2405.28","0.62","0.7","1129.03","42.97","166.7","3879.45","5.35","6.43","1201.87","12.07","7.81","647.06","14.09","28.61","2030.52","60.23","24.64","409.1","34.57"
"55","2013","20","Telangana","Hyderabad","45.04","102.87","2283.97","0.57","0.36","631.58","49.37","175.44","3553.58","5.4","6.77","1253.7","12.21","11.33","927.93","16.48","22.27","1351.34","59.49","25.13","422.42","36.52"
"55","2014","20","Telangana","Hyderabad","34.88","91.21","2614.97","0.39","0.46","1179.49","48.2","143.1","2968.88","4.71","4.71","1000.0","7.57","5.97","788.64","8.86","11.81","1332.96","63.47","19.89","313.38","34.29"
"55","2015","20","Telangana","Hyderabad","24.28","61.41","2529.24","0.2","0.78","3900.0","47.39","181.86","3837.52","3.75","4.25","1133.33","8.6","4.58","532.85","5.95","6.15","1033.61","63.01","16.91","268.37","30.11"
"56","2006","20","Telangana","Nizamabad","167.65","538.86","3214.2","1.55","1.74","1122.58","59.37","173.27","2918.48","12.66","17.38","1372.83","32.99","7.74","234.62","44.08","53.19","1206.67","7.93","1.03","129.89","7.01"
"56","2007","20","Telangana","Nizamabad","127.45","452.95","3553.94","1.75","2.19","1251.43","62.42","336.0","5382.89","27.81","48.83","1755.84","43.13","13.95","323.44","70.89","123.5","1742.14","8.77","2.62","298.75","7.24"
"56","2008","20","Telangana","Nizamabad","190.03","679.61","3576.33","1.3","1.78","1369.23","68.07","341.96","5023.65","28.42","70.42","2477.83","32.82","26.94","820.84","81.11","117.75","1451.73","11.83","4.97","420.12","7.44"
"56","2009","20","Telangana","Nizamabad","121.27","389.06","3208.21","1.68","1.83","1089.29","75.13","253.26","3370.96","26.42","47.55","1799.77","32.85","4.35","132.42","83.34","92.66","1111.83","15.12","6.58","435.19","6.98"
"56","2010","20","Telangana","Nizamabad","221.62","844.24","3809.4","1.67","2.18","1305.39","77.26","369.39","4781.13","23.88","39.49","1653.69","34.15","25.46","745.53","71.0","134.66","1896.62","20.43","11.11","543.81","8.03"
"56","2011","20","Telangana","Nizamabad","259.81","972.2","3741.97","1.42","1.88","1323.94","86.32","436.88","5061.17","17.53","23.9","1363.38","25.84","19.28","746.13","73.28","125.31","1710.02","23.15","5.37","231.97","9.08"
"56","2012","20","Telangana","Nizamabad","192.96","736.19","3815.25","1.27","1.86","1464.57","94.83","505.74","5333.12","29.7","47.34","1593.94","23.9","22.1","924.69","103.73","191.33","1844.5","20.5","7.81","380.98","8.38"
"56","2013","20","Telangana","Nizamabad","260.81","1044.19","4003.64","1.17","1.71","1461.54","92.65","495.84","5351.75","35.73","73.09","2045.62","14.37","11.28","784.97","114.46","225.35","1968.81","15.4","5.51","357.79","9.59"
"56","2014","20","Telangana","Nizamabad","169.27","620.53","3665.92","1.2","1.97","1641.67","57.65","284.0","4926.28","7.97","9.36","1174.4","11.54","4.04","350.09","112.31","149.11","1327.66","15.8","3.39","214.56","9.06"
"56","2015","20","Telangana","Nizamabad","98.03","262.79","2680.71","0.81","1.89","2333.33","42.06","179.73","4273.18","16.74","8.69","519.12","10.6","4.47","421.67","118.15","123.61","1046.21","16.66","2.97","178.27","7.51"
"57","2006","20","Telangana","Medak","101.98","275.25","2699.06","2.93","3.4","1160.41","104.26","162.0","1553.81","37.5","43.99","1173.07","72.82","23.51","322.85","29.25","27.5","940.17","19.25","8.74","454.03","19.6"
"57","2007","20","Telangana","Medak","92.82","281.55","3033.29","3.34","3.45","1032.93","101.6","428.97","4222.15","37.66","37.4","993.1","76.17","61.76","810.82","33.43","41.44","1239.61","28.97","17.21","594.06","22.06"
"57","2008","20","Telangana","Medak","123.91","357.44","2884.67","3.08","3.87","1256.49","87.0","208.28","2394.02","36.02","36.06","1001.11","71.66","28.21","393.66","28.61","37.45","1308.98","49.12","19.99","406.96","23.9"
"57","2009","20","Telangana","Medak","83.12","232.69","2799.45","2.95","2.57","871.19","111.08","120.12","1081.38","44.63","54.01","1210.17","80.84","1.96","24.25","30.11","28.19","936.23","66.02","9.18","139.05","25.26"
"57","2010","20","Telangana","Medak","144.56","514.92","3561.98","2.76","3.59","1300.72","100.13","354.25","3537.9","35.0","41.09","1174.0","75.18","53.05","705.64","21.64","23.1","1067.47","78.39","21.71","276.95","28.4"
"57","2011","20","Telangana","Medak","137.03","406.96","2969.86","2.54","3.41","1342.52","116.7","342.08","2931.28","27.03","29.05","1074.73","54.52","39.36","721.94","24.9","24.5","983.94","93.08","27.74","298.02","28.5"
"57","2012","20","Telangana","Medak","110.36","372.6","3376.22","2.44","2.27","930.33","142.21","643.03","4521.69","30.02","44.04","1467.02","45.08","42.6","944.99","27.12","36.06","1329.65","128.87","75.9","588.97","30.96"
"57","2013","20","Telangana","Medak","170.97","624.49","3652.63","2.12","1.71","806.6","143.38","533.41","3720.25","19.88","31.55","1587.02","38.85","27.37","704.5","30.32","36.58","1206.46","122.3","53.92","440.88","29.14"
"57","2014","20","Telangana","Medak","110.89","363.08","3274.24","1.25","0.93","744.0","127.63","226.51","1774.74","10.1","10.9","1079.21","24.61","14.57","592.04","32.84","37.39","1138.55","133.7","42.05","314.51","31.43"
"57","2015","20","Telangana","Medak","84.17","239.78","2848.76","1.21","0.91","752.07","116.41","259.1","2225.75","11.84","12.7","1072.64","39.79","16.5","414.72","35.11","34.75","989.75","134.24","40.71","303.26","30.82"
"58","2006","20","Telangana","Mahabubnagar","109.64","267.98","2444.18","0.06","0.06","1000.0","133.68","207.19","1549.9","17.44","28.92","1658.26","39.92","6.45","161.57","235.57","165.67","703.27","46.84","9.93","212.0","22.21"
"58","2007","20","Telangana","Mahabubnagar","147.84","425.03","2874.93","0.07","0.07","1000.0","123.09","475.56","3863.51","21.25","34.07","1603.29","40.03","9.57","239.07","241.85","296.76","1227.04","68.64","24.99","364.07","25.77"
"58","2008","20","Telangana","Mahabubnagar","144.73","421.21","2910.32","0.04","0.05","1250.0","125.96","203.02","1611.78","20.63","31.78","1540.48","24.55","7.39","301.02","215.22","224.17","1041.59","90.3","17.52","194.02","32.8"
"58","2009","20","Telangana","Mahabubnagar","163.86","401.11","2447.88","0.07","0.07","1000.0","130.08","139.76","1074.42","27.36","42.19","1542.03","37.29","2.27","60.87","228.38","270.39","1183.95","118.7","25.52","215.0","32.77"
"58","2010","20","Telangana","Mahabubnagar","196.7","545.77","2774.63","0.03","0.04","1333.33","88.26","284.84","3227.28","28.02","41.99","1498.57","25.55","6.78","265.36","209.81","283.6","1351.7","160.25","53.36","332.98","35.92"
"58","2011","20","Telangana","Mahabubnagar","172.07","396.56","2304.64","0.02","0.02","1000.0","146.43","215.75","1473.4","26.06","3.73","143.13","20.06","6.95","346.46","190.65","190.23","997.8","185.29","37.24","200.98","37.73"
"58","2012","20","Telangana","Mahabubnagar","142.03","380.5","2679.01","0.01","0.01","1000.0","135.43","419.8","3099.76","25.55","36.59","1432.09","17.01","7.35","432.1","196.4","243.33","1238.95","222.54","85.01","382.0","34.59"
"58","2013","20","Telangana","Mahabubnagar","168.63","478.7","2838.76","0.01","0.01","1000.0","165.67","786.7","4748.6","24.48","45.09","1841.91","14.0","7.54","538.57","202.32","277.49","1371.54","230.61","86.03","373.05","36.02"
"58","2014","20","Telangana","Mahabubnagar","160.77","418.1","2600.61","0.0","0.0","0.0","182.49","349.36","1914.41","21.07","37.57","1783.1","7.8","3.3","423.08","149.63","229.03","1530.64","237.68","83.61","351.78","42.62"
"58","2015","20","Telangana","Mahabubnagar","96.28","215.02","2233.28","0.0","0.0","0.0","162.56","213.88","1315.7","22.09","6.14","277.95","13.94","4.02","288.73","126.94","144.02","1134.55","273.99","47.26","172.49","42.27"
"59","2006","20","Telangana","Nalgonda","284.28","805.9","2834.88","0.0","0.0","0.0","2.68","7.08","2641.79","0.72","0.99","1375.0","45.12","14.33","317.6","82.39","42.89","520.57","79.99","27.68","346.04","40.55"
"59","2007","20","Telangana","Nalgonda","310.74","989.84","3185.43","0.0","0.0","0.0","3.5","8.47","2420.0","0.71","0.98","1380.28","49.48","20.14","407.03","79.64","54.63","685.96","106.23","38.78","365.06","49.2"
"59","2008","20","Telangana","Nalgonda","361.81","1150.31","3179.32","0.0","0.0","0.0","3.25","5.52","1698.46","0.49","0.77","1571.43","33.78","15.46","457.67","57.05","36.95","647.68","162.52","53.14","326.98","49.2"
"59","2009","20","Telangana","Nalgonda","273.43","918.97","3360.9","0.0","0.0","0.0","1.86","3.96","2129.03","1.06","1.53","1443.4","18.94","2.14","112.99","38.03","37.96","998.16","136.41","36.83","269.99","48.99"
"59","2010","20","Telangana","Nalgonda","405.32","1323.71","3265.84","0.0","0.0","0.0","1.86","5.18","2784.95","0.52","0.71","1365.38","38.6","23.54","609.84","37.07","27.53","742.65","165.11","51.68","313.0","49.61"
"59","2011","20","Telangana","Nalgonda","327.76","963.8","2940.57","0.0","0.0","0.0","2.5","5.78","2312.0","0.28","0.24","857.14","38.01","12.52","329.39","28.07","20.25","721.41","205.36","35.12","171.02","51.33"
"59","2012","20","Telangana","Nalgonda","208.52","683.87","3279.64","0.0","0.0","0.0","4.62","10.93","2365.8","0.61","0.89","1459.02","43.73","32.75","748.91","30.68","37.95","1236.96","297.82","102.45","344.0","49.98"
"59","2013","20","Telangana","Nalgonda","393.74","1205.29","3061.13","0.0","0.0","0.0","4.82","8.08","1676.35","0.49","0.84","1714.29","28.37","15.13","533.31","26.27","31.59","1202.51","335.98","139.76","415.98","46.95"
"59","2014","20","Telangana","Nalgonda","323.38","1041.36","3220.24","0.0","0.0","0.0","3.85","7.34","1906.49","0.19","0.26","1368.42","11.51","3.41","296.26","15.64","21.23","1357.42","307.79","90.93","295.43","41.97"
"59","2015","20","Telangana","Nalgonda","212.73","620.45","2916.61","0.0","0.0","0.0","2.54","3.01","1185.04","0.23","0.16","695.65","24.49","12.48","509.54","12.56","15.59","1241.24","341.66","115.43","337.85","40.42"
"60","2006","20","Telangana","Warangal","208.94","589.39","2820.86","0.05","0.04","800.0","75.57","263.48","3486.57","1.98","2.73","1378.79","28.4","17.03","599.65","56.74","57.04","1005.29","153.64","60.99","396.97","15.34"
"60","2007","20","Telangana","Warangal","186.78","559.56","2995.82","0.01","0.01","1000.0","78.89","350.61","4444.29","1.75","1.24","708.57","31.17","17.64","565.93","55.32","60.89","1100.69","160.09","80.68","503.97","16.58"
"60","2008","20","Telangana","Warangal","230.86","689.97","2988.69","0.0","0.0","0.0","79.7","344.39","4321.08","1.13","0.9","796.46","29.18","16.54","566.83","44.69","57.37","1283.73","176.42","97.03","549.99","19.75"
"60","2009","20","Telangana","Warangal","124.43","316.33","2542.23","0.0","0.0","0.0","68.62","200.48","2921.6","1.52","1.35","888.16","35.66","13.04","365.68","45.47","54.87","1206.73","185.34","89.7","483.98","17.21"
"60","2010","20","Telangana","Warangal","268.06","860.41","3209.77","0.02","0.03","1500.0","66.94","260.84","3896.62","1.07","0.86","803.74","37.71","20.74","549.99","36.27","53.23","1467.6","227.97","101.68","446.02","17.67"
"60","2011","20","Telangana","Warangal","224.35","573.94","2558.23","0.0","0.0","0.0","58.96","265.21","4498.13","1.31","1.75","1335.88","25.84","13.25","512.77","26.21","46.4","1770.32","265.81","102.07","384.0","17.07"
"60","2012","20","Telangana","Warangal","209.71","689.02","3285.58","0.0","0.0","0.0","80.09","387.61","4839.68","1.15","1.91","1660.87","26.42","17.05","645.34","33.63","62.07","1845.67","276.41","100.06","362.0","17.76"
"60","2013","20","Telangana","Warangal","254.85","800.52","3141.14","0.0","0.0","0.0","119.93","597.66","4983.41","0.68","0.57","838.24","26.29","22.75","865.35","33.71","54.73","1623.55","239.79","119.73","499.31","19.57"
"60","2014","20","Telangana","Warangal","142.01","437.44","3080.35","0.0","0.0","0.0","107.39","525.65","4894.78","0.94","1.26","1340.43","25.41","14.16","557.26","26.52","42.86","1616.14","228.06","109.39","479.65","21.56"
"60","2015","20","Telangana","Warangal","181.07","572.94","3164.19","0.0","0.0","0.0","74.84","361.67","4832.58","0.59","0.68","1152.54","21.91","24.51","1118.97","22.61","35.29","1560.81","251.02","115.49","460.08","20.65"
"61","2006","20","Telangana","Khammam","178.2","448.12","2514.7","0.0","0.0","0.0","27.49","141.02","5129.87","0.22","0.3","1363.64","35.96","24.19","672.69","13.26","33.96","2561.09","110.1","42.39","385.01","48.92"
"61","2007","20","Telangana","Khammam","176.28","548.2","3109.83","0.0","0.0","0.0","28.53","178.02","6239.75","0.14","0.2","1428.57","38.24","26.16","684.1","15.01","37.57","2503.0","118.51","64.47","544.0","48.43"
"61","2008","20","Telangana","Khammam","194.8","595.61","3057.55","0.0","0.0","0.0","37.65","246.76","6554.05","0.18","0.29","1611.11","29.0","16.85","581.03","15.82","51.92","3281.92","124.52","53.92","433.02","44.27"
"61","2009","20","Telangana","Khammam","103.1","306.5","2972.84","0.0","0.0","0.0","36.99","181.97","4919.44","0.15","0.21","1400.0","30.85","12.84","416.21","14.88","75.52","5075.27","131.9","51.05","387.04","43.79"
"61","2010","20","Telangana","Khammam","218.25","704.07","3225.98","0.0","0.0","0.0","35.06","216.14","6164.86","0.3","0.41","1366.67","32.42","20.73","639.42","15.36","53.91","3509.77","148.65","69.1","464.85","42.36"
"61","2011","20","Telangana","Khammam","165.31","411.69","2490.41","0.0","0.0","0.0","27.4","136.59","4985.04","0.25","0.22","880.0","20.9","16.18","774.16","11.44","54.32","4748.25","171.68","35.88","208.99","42.39"
"61","2012","20","Telangana","Khammam","153.84","473.08","3075.14","0.0","0.0","0.0","32.06","172.46","5379.29","0.22","0.32","1454.55","21.68","16.58","764.76","13.48","84.76","6287.83","184.77","85.92","465.01","38.93"
"61","2013","20","Telangana","Khammam","191.78","575.28","2999.69","0.0","0.0","0.0","37.24","203.7","5469.92","0.09","0.15","1666.67","19.35","16.53","854.26","14.24","55.84","3921.35","175.05","98.77","564.24","37.47"
"61","2014","20","Telangana","Khammam","145.71","456.18","3130.74","0.0","0.0","0.0","32.8","161.02","4909.15","0.02","0.03","1500.0","14.68","8.84","602.18","9.33","97.63","10464.09","157.42","87.17","553.74","36.36"
"61","2015","20","Telangana","Khammam","121.72","369.34","3034.34","0.0","0.0","0.0","20.63","102.1","4949.1","0.01","0.0","0.0","13.29","10.47","787.48","9.71","94.85","9768.28","154.99","83.52","538.87","32.46"
"62","2006","20","Telangana","Karimnagar","333.51","1069.56","3206.98","0.06","0.06","1000.0","140.17","528.59","3771.06","3.59","5.73","1596.1","21.41","7.08","330.69","22.4","30.62","1366.96","117.15","37.96","324.03","24.38"
"62","2007","20","Telangana","Karimnagar","281.88","985.5","3496.17","0.11","0.11","1000.0","155.62","900.71","5787.88","3.14","3.34","1063.69","21.82","10.28","471.13","20.91","27.55","1317.55","137.39","76.8","558.99","27.24"
"62","2008","20","Telangana","Karimnagar","335.96","1176.0","3500.42","0.01","0.02","2000.0","136.33","629.66","4618.65","1.65","2.31","1400.0","18.76","10.84","577.83","21.07","34.8","1651.64","180.13","72.41","401.99","27.89"
"62","2009","20","Telangana","Karimnagar","162.33","513.39","3162.63","0.0","0.0","0.0","100.58","344.95","3429.61","4.17","4.02","964.03","17.9","6.93","387.15","21.68","26.59","1226.48","199.55","78.42","392.98","28.13"
"62","2010","20","Telangana","Karimnagar","381.52","1351.86","3543.35","0.01","0.01","1000.0","91.16","435.86","4781.26","1.62","1.2","740.74","17.05","8.96","525.51","18.88","21.28","1127.12","235.4","85.45","363.0","28.74"
"62","2011","20","Telangana","Karimnagar","343.38","1120.05","3261.84","0.02","0.02","1000.0","97.3","365.54","3756.83","1.16","1.02","879.31","19.43","11.07","569.74","16.86","20.01","1186.83","235.25","49.87","211.99","30.0"
"62","2012","20","Telangana","Karimnagar","289.43","1026.88","3547.94","0.01","0.01","1000.0","108.71","568.68","5231.17","2.16","1.06","490.74","16.44","12.41","754.87","25.52","33.12","1297.81","251.38","84.96","337.97","30.85"
"62","2013","20","Telangana","Karimnagar","417.91","1500.84","3591.3","0.0","0.0","0.0","114.34","624.61","5462.74","1.36","1.84","1352.94","17.0","14.05","826.47","30.25","40.19","1328.59","231.38","120.46","520.62","29.26"
"62","2014","20","Telangana","Karimnagar","278.43","990.96","3559.1","0.0","0.0","0.0","108.09","542.31","5017.21","1.72","2.12","1232.56","12.69","9.66","761.23","32.51","39.04","1200.86","214.59","105.42","491.26","28.05"
"62","2015","20","Telangana","Karimnagar","170.4","553.96","3250.94","0.0","0.0","0.0","84.95","376.32","4429.9","1.44","2.03","1409.72","9.77","8.04","823.05","19.87","23.36","1175.64","201.24","98.69","490.41","28.94"
"63","2006","20","Telangana","Adilabad","73.76","177.87","2411.47","3.22","2.51","779.5","25.06","78.01","3112.93","22.13","34.03","1537.73","36.47","14.2","389.36","109.01","150.97","1384.92","178.77","61.32","343.01","12.9"
"63","2007","20","Telangana","Adilabad","52.15","123.72","2372.39","0.93","0.95","1021.51","23.85","75.62","3170.65","16.72","26.86","1606.46","36.73","18.57","505.58","73.94","127.19","1720.18","211.31","109.25","517.01","8.8"
"63","2008","20","Telangana","Adilabad","77.29","198.38","2566.7","7.18","8.35","1162.95","32.62","137.48","4214.59","23.66","35.17","1486.47","29.14","20.34","698.01","117.01","134.05","1145.63","279.35","104.76","375.01","28.25"
"63","2009","20","Telangana","Adilabad","48.12","98.5","2046.97","3.39","4.57","1348.08","17.9","68.47","3825.14","9.54","14.34","1503.14","24.21","6.4","264.35","101.75","59.37","583.49","280.54","93.98","335.0","29.56"
"63","2010","20","Telangana","Adilabad","90.55","255.15","2817.78","4.05","5.2","1283.95","20.36","79.84","3921.41","11.65","15.55","1334.76","25.63","11.69","456.11","70.06","91.21","1301.88","324.98","112.12","345.01","14.92"
"63","2011","20","Telangana","Adilabad","76.17","199.33","2616.91","3.28","4.33","1320.12","18.05","52.4","2903.05","6.23","6.86","1101.12","17.44","9.87","565.94","63.38","86.61","1366.52","361.17","89.93","249.0","14.86"
"63","2012","20","Telangana","Adilabad","70.75","187.27","2646.93","3.59","4.05","1128.13","22.02","68.77","3123.07","17.2","25.34","1473.26","16.67","15.64","938.21","64.18","89.39","1392.8","370.36","122.96","332.0","15.62"
"63","2013","20","Telangana","Adilabad","90.69","248.91","2744.62","3.17","4.0","1261.83","22.82","86.06","3771.25","25.33","34.72","1370.71","16.16","11.39","704.83","121.18","137.2","1132.2","302.85","118.44","391.08","15.13"
"63","2014","20","Telangana","Adilabad","50.08","126.13","2518.57","3.0","3.56","1186.67","23.38","68.76","2940.98","12.61","15.07","1195.08","12.36","8.33","673.95","113.07","93.41","826.13","304.42","103.15","338.84","14.85"
"63","2015","20","Telangana","Adilabad","57.5","151.6","2636.52","2.73","13.33","4882.78","21.41","73.4","3428.3","13.16","15.71","1193.77","10.59","7.1","670.35","102.63","0.0","0.0","336.45","150.96","448.68","15.12"
"64","2006","5","Karnataka","Bangalore","9.93","20.77","2091.64","0.0","0.0","0.0","7.98","27.73","3474.94","0.02","0.02","1000.0","21.51","23.15","1076.24","14.72","9.11","618.89","0.0","0.0","0.0","41.09"
"64","2007","5","Karnataka","Bangalore","10.22","29.47","2883.56","0.0","0.0","0.0","11.19","55.05","4919.57","0.11","0.07","636.36","26.56","26.25","988.33","16.95","12.38","730.38","0.0","0.0","0.0","42.99"
"64","2008","5","Karnataka","Bangalore","10.96","33.59","3064.78","0.02","0.03","1500.0","13.26","57.88","4365.01","0.08","0.04","500.0","26.69","20.36","762.83","18.06","11.66","645.63","0.0","0.0","0.0","44.74"
"64","2009","5","Karnataka","Bangalore","12.02","37.23","3097.34","0.0","0.0","0.0","13.59","59.83","4402.5","0.14","0.09","642.86","26.94","18.3","679.29","19.96","11.99","600.7","0.0","0.0","0.0","46.88"
"64","2010","5","Karnataka","Bangalore","12.06","32.09","2660.86","0.01","0.01","1000.0","12.71","64.23","5053.5","0.33","0.21","636.36","25.57","21.98","859.6","17.25","11.0","637.68","0.0","0.0","0.0","47.86"
"64","2011","5","Karnataka","Bangalore","11.08","32.5","2933.21","0.01","0.01","1000.0","17.77","82.51","4643.22","0.31","0.15","483.87","22.16","22.34","1008.12","15.27","12.85","841.52","0.0","0.0","0.0","46.06"
"64","2012","5","Karnataka","Bangalore","8.92","22.85","2561.66","0.0","0.0","0.0","14.87","48.54","3264.29","0.1","0.07","700.0","19.29","11.27","584.24","7.84","5.21","664.54","0.0","0.0","0.0","48.6"
"64","2013","5","Karnataka","Bangalore","7.75","21.56","2781.94","0.0","0.0","0.0","16.73","53.15","3176.93","0.27","0.2","740.74","24.53","20.23","824.7","12.64","13.15","1040.35","0.0","0.0","0.0","47.11"
"64","2014","5","Karnataka","Bangalore","6.84","18.35","2682.75","0.0","0.0","0.0","18.08","57.79","3196.35","0.32","0.22","687.5","20.37","22.15","1087.38","8.48","7.05","831.37","0.0","0.0","0.0","45.64"
"64","2015","5","Karnataka","Bangalore","5.97","14.64","2452.26","0.0","0.0","0.0","17.99","51.58","2867.15","0.11","0.03","272.73","24.05","30.84","1282.57","9.79","0.0","0.0","0.0","0.0","0.0","48.65"
"65","2006","5","Karnataka","Kolar","10.26","19.55","1905.46","0.0","0.0","0.0","23.95","48.25","2014.61","0.0","0.0","0.0","22.5","12.59","559.56","41.84","16.67","398.42","0.0","0.0","0.0","75.07"
"65","2007","5","Karnataka","Kolar","11.44","25.96","2269.23","0.0","0.0","0.0","34.54","62.79","1817.89","0.0","0.0","0.0","14.84","8.7","586.25","57.58","54.37","944.25","0.0","0.0","0.0","73.44"
"65","2008","5","Karnataka","Kolar","12.28","31.29","2548.05","2.36","2.38","1008.47","35.58","123.93","3483.14","0.16","0.12","750.0","19.93","14.01","702.96","64.2","42.58","663.24","0.0","0.0","0.0","77.2"
"65","2009","5","Karnataka","Kolar","10.46","21.33","2039.2","0.0","0.0","0.0","39.99","120.76","3019.75","0.35","0.19","542.86","26.28","14.28","543.38","33.41","20.34","608.8","0.0","0.0","0.0","79.12"
"65","2010","5","Karnataka","Kolar","19.25","48.94","2542.34","0.0","0.0","0.0","43.29","158.37","3658.35","0.05","0.03","600.0","25.12","24.32","968.15","51.23","50.05","976.97","0.23","0.08","347.83","98.61"
"65","2011","5","Karnataka","Kolar","10.82","27.11","2505.55","0.0","0.0","0.0","60.03","188.92","3147.09","0.15","0.07","466.67","23.61","29.56","1252.01","44.03","34.8","790.37","0.2","0.07","350.0","98.33"
"65","2012","5","Karnataka","Kolar","7.2","17.76","2466.67","0.0","0.0","0.0","61.53","171.75","2791.32","0.07","0.04","571.43","23.95","36.23","1512.73","35.25","18.23","517.16","0.16","0.07","437.5","100.0"
"65","2013","5","Karnataka","Kolar","4.08","9.49","2325.98","0.0","0.0","0.0","59.44","213.52","3592.19","0.22","0.17","772.73","28.17","35.1","1246.01","27.13","24.58","906.01","0.16","0.09","562.5","97.74"
"65","2014","5","Karnataka","Kolar","1.15","2.8","2434.78","0.0","0.0","0.0","65.7","133.59","2033.33","0.08","0.06","750.0","23.62","17.35","734.55","32.54","13.33","409.65","0.07","0.03","428.57","97.45"
"65","2015","5","Karnataka","Kolar","1.73","4.23","2445.09","0.0","0.0","0.0","60.02","201.11","3350.72","0.12","0.05","416.67","26.12","28.18","1078.85","29.47","0.0","0.0","0.11","0.04","363.64","93.69"
"66","2006","5","Karnataka","Tumkur","29.02","74.8","2577.53","0.0","0.0","0.0","14.01","25.6","1827.27","0.93","0.39","419.35","54.99","21.77","395.89","118.03","36.73","311.19","0.93","0.3","322.58","18.49"
