"Dist Code","Year","State Code","State Name","Dist Name","RICE AREA (1000 ha)","RICE PRODUCTION (1000 tons)","RICE YIELD (Kg per ha)","WHEAT AREA (1000 ha)","WHEAT PRODUCTION (1000 tons)","WHEAT YIELD (Kg per ha)","MAIZE AREA (1000 ha)","MAIZE PRODUCTION (1000 tons)","MAIZE YIELD (Kg per ha)","CHICKPEA AREA (1000 ha)","CHICKPEA PRODUCTION (1000 tons)","CHICKPEA YIELD (Kg per ha)","MINOR PULSES AREA (1000 ha)","MINOR PULSES PRODUCTION (1000 tons)","MINOR PULSES YIELD (Kg per ha)","OILSEEDS AREA (1000 ha)","OILSEEDS PRODUCTION (1000 tons)","OILSEEDS YIELD (Kg per ha)","COTTON AREA (1000 ha)","COTTON PRODUCTION (1000 tons)","COTTON YIELD (Kg per ha)","FRUITS AND VEGETABLES AREA (1000 ha)"
"12","2012","6","Madhya Pradesh","Mandla","210.44","212.69","1010.69","71.01","115.32","1624.0","36.03","64.53","1791.01","19.11","9.1","476.19","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.87"
"12","2013","6","Madhya Pradesh","Mandla","212.68","242.15","1138.56","74.83","127.02","1697.45","36.84","65.94","1789.9","19.06","12.79","671.04","110.37","81.59","739.24","98.57","60.28","611.55","0.0","0.0","0.0","2.89"
"12","2014","6","Madhya Pradesh","Mandla","209.0","274.0","1311.0","143.0","198.0","1384.62","43.0","90.0","2093.02","49.0","30.0","612.24","86.75","72.67","837.69","68.73","51.05","742.76","0.0","0.0","0.0","2.78"
"12","2015","6","Madhya Pradesh","Mandla","215.0","365.33","1699.21","90.0","173.0","1922.22","47.0","104.0","2212.77","56.0","53.0","946.43","130.0","115.36","887.38","74.47","52.14","700.15","0.0","0.0","0.0","2.73"
"13","2006","6","Madhya Pradesh","Sagar","8.37","4.3","513.74","163.7","172.58","1054.25","3.81","3.3","866.14","198.65","166.07","835.99","102.92","43.84","425.96","212.55","174.36","820.32","0.0","0.0","0.0","8.99"
"13","2007","6","Madhya Pradesh","Sagar","6.6","2.38","360.61","139.6","131.8","944.13","3.5","3.8","1085.71","190.8","116.6","611.11","102.8","40.6","394.94","328.3","188.3","573.56","0.0","0.0","0.0","8.0"
"13","2008","6","Madhya Pradesh","Sagar","6.4","2.24","350.0","150.1","188.2","1253.83","6.5","7.3","1123.08","194.9","168.8","866.09","99.2","28.8","290.32","195.6","202.0","1032.72","0.0","0.0","0.0","8.36"
"13","2009","6","Madhya Pradesh","Sagar","6.0","3.7","616.67","173.0","244.5","1413.29","3.4","4.3","1264.71","186.3","169.1","907.68","97.7","45.6","466.73","314.3","285.4","908.05","0.0","0.0","0.0","8.96"
"13","2010","6","Madhya Pradesh","Sagar","6.0","4.5","750.0","172.5","186.5","1081.16","3.4","4.2","1235.29","187.5","96.2","513.07","104.3","32.5","311.6","309.1","409.9","1326.11","0.0","0.0","0.0","11.28"
"13","2011","6","Madhya Pradesh","Sagar","3.4","2.7","794.12","199.8","295.1","1476.98","3.4","4.5","1323.53","205.6","202.0","982.49","98.5","29.3","297.46","278.9","275.1","986.38","0.0","0.0","0.0","12.03"
"13","2012","6","Madhya Pradesh","Sagar","5.26","3.33","633.08","213.45","449.7","2106.82","2.97","6.11","2057.24","170.01","218.13","1283.04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11.49"
"13","2013","6","Madhya Pradesh","Sagar","4.78","2.09","437.24","228.79","425.35","1859.13","2.78","1.63","586.33","181.03","104.15","575.32","75.48","53.25","705.48","331.7","95.91","289.15","0.0","0.0","0.0","11.56"
"13","2014","6","Madhya Pradesh","Sagar","5.0","5.33","1066.0","185.0","394.0","2129.73","8.0","14.0","1750.0","83.0","45.0","542.17","72.7","49.92","686.66","156.8","192.98","1230.74","0.0","0.0","0.0","11.95"
"13","2015","6","Madhya Pradesh","Sagar","7.0","2.0","285.71","158.0","346.0","2189.87","5.0","5.0","1000.0","172.0","179.0","1040.7","143.0","121.51","849.72","324.25","157.5","485.74","0.0","0.0","0.0","13.0"
"14","2006","6","Madhya Pradesh","Damoh","53.26","28.78","540.37","69.62","88.41","1269.89","2.02","2.23","1103.96","165.0","151.3","916.97","39.03","15.0","384.32","61.48","48.73","792.62","0.0","0.0","0.0","3.77"
"14","2007","6","Madhya Pradesh","Damoh","53.9","20.53","380.89","63.1","99.8","1581.62","1.9","2.4","1263.16","157.8","105.3","667.3","60.8","21.4","351.97","114.2","64.6","565.67","0.0","0.0","0.0","3.72"
"14","2008","6","Madhya Pradesh","Damoh","56.3","28.64","508.7","67.0","131.8","1967.16","2.2","4.1","1863.64","158.7","153.2","965.34","37.8","33.3","880.95","67.9","74.3","1094.26","0.0","0.0","0.0","4.03"
"14","2009","6","Madhya Pradesh","Damoh","55.6","37.5","674.46","72.1","136.3","1890.43","2.1","3.6","1714.29","151.4","161.4","1066.05","58.9","28.3","480.48","97.1","105.6","1087.54","0.0","0.0","0.0","4.16"
"14","2010","6","Madhya Pradesh","Damoh","50.2","51.9","1033.86","71.8","171.4","2387.19","1.8","3.5","1944.44","111.3","60.4","542.68","74.8","32.9","439.84","66.0","88.6","1342.42","0.0","0.0","0.0","5.64"
"14","2011","6","Madhya Pradesh","Damoh","55.8","59.5","1066.31","79.9","197.0","2465.58","2.0","3.6","1800.0","149.1","155.3","1041.58","58.5","27.0","461.54","76.9","94.0","1222.37","0.0","0.0","0.0","5.47"
"14","2012","6","Madhya Pradesh","Damoh","56.3","55.93","993.43","82.43","167.97","2037.73","1.79","4.68","2614.53","135.12","151.6","1121.97","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.79"
"14","2013","6","Madhya Pradesh","Damoh","55.63","62.31","1120.08","88.62","164.34","1854.43","1.68","2.44","1452.38","178.07","67.39","378.45","31.09","58.44","1879.7","104.46","53.49","512.06","0.0","0.0","0.0","4.69"
"14","2014","6","Madhya Pradesh","Damoh","66.0","70.67","1070.76","93.0","201.0","2161.29","9.0","19.0","2111.11","75.0","42.0","560.0","58.02","31.6","544.64","106.8","122.04","1142.7","0.0","0.0","0.0","5.73"
"14","2015","6","Madhya Pradesh","Damoh","73.0","82.67","1132.47","80.0","161.0","2012.5","5.0","11.0","2200.0","162.0","173.0","1067.9","93.0","65.0","698.92","111.21","141.43","1271.74","0.0","0.0","0.0","3.89"
"15","2006","6","Madhya Pradesh","Tikamgarh","14.49","5.72","394.75","58.13","78.24","1345.95","2.39","1.15","481.17","21.28","20.43","960.06","81.32","21.74","267.34","76.73","39.27","511.79","0.0","0.0","0.0","4.76"
"15","2007","6","Madhya Pradesh","Tikamgarh","11.7","1.32","112.82","22.7","28.0","1233.48","3.1","2.1","677.42","7.7","6.4","831.17","79.8","23.2","290.73","92.7","40.2","433.66","0.0","0.0","0.0","3.88"
"15","2008","6","Madhya Pradesh","Tikamgarh","12.9","4.82","373.64","107.4","209.2","1947.86","1.9","1.7","894.74","24.2","30.0","1239.67","68.7","36.2","526.93","82.6","71.7","868.04","0.0","0.0","0.0","5.98"
"15","2009","6","Madhya Pradesh","Tikamgarh","12.7","5.2","409.45","101.0","168.3","1666.34","2.9","1.8","620.69","30.8","34.8","1129.87","100.3","35.0","348.95","123.5","93.2","754.66","0.0","0.0","0.0","6.37"
"15","2010","6","Madhya Pradesh","Tikamgarh","12.0","5.4","450.0","78.0","99.0","1269.23","2.9","2.1","724.14","26.8","17.3","645.52","96.6","32.1","332.3","118.0","91.6","776.27","0.0","0.0","0.0","6.54"
"15","2011","6","Madhya Pradesh","Tikamgarh","11.7","8.5","726.5","113.2","241.5","2133.39","4.4","2.6","590.91","34.4","40.7","1183.14","93.7","22.3","237.99","135.7","94.8","698.6","0.0","0.0","0.0","7.76"
"15","2012","6","Madhya Pradesh","Tikamgarh","11.77","5.6","475.79","146.73","376.24","2564.17","2.2","1.82","827.27","20.17","18.66","925.14","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.8"
"15","2013","6","Madhya Pradesh","Tikamgarh","11.41","4.01","351.45","158.64","321.52","2026.73","1.71","0.87","508.77","19.67","4.86","247.08","97.76","33.27","340.32","145.42","83.57","574.68","0.0","0.0","0.0","10.27"
"15","2014","6","Madhya Pradesh","Tikamgarh","13.0","5.33","410.0","117.0","288.0","2461.54","10.0","14.0","1400.0","28.0","10.0","357.14","79.15","30.71","388.0","120.3","157.85","1312.14","0.0","0.0","0.0","11.2"
"15","2015","6","Madhya Pradesh","Tikamgarh","6.0","0.67","111.67","94.0","180.0","1914.89","1.0","2.0","2000.0","17.0","16.0","941.18","106.0","23.92","225.71","111.69","69.56","622.8","0.0","0.0","0.0","9.48"
"16","2006","6","Madhya Pradesh","Chhatarpur","11.87","5.02","422.91","101.76","119.21","1171.48","0.61","0.31","508.2","76.99","60.67","788.02","71.53","15.07","210.68","88.73","26.96","303.84","0.0","0.0","0.0","5.46"
"16","2007","6","Madhya Pradesh","Chhatarpur","11.3","2.38","210.62","57.7","60.1","1041.59","0.7","0.4","571.43","51.9","37.7","726.4","86.9","16.4","188.72","115.3","37.8","327.84","0.0","0.0","0.0","4.57"
"16","2008","6","Madhya Pradesh","Chhatarpur","11.3","4.88","431.86","128.1","195.8","1528.49","0.9","0.6","666.67","84.3","86.4","1024.91","71.9","21.6","300.42","86.7","39.5","455.59","0.0","0.0","0.0","5.85"
"16","2009","6","Madhya Pradesh","Chhatarpur","9.7","4.4","453.61","142.7","203.9","1428.87","0.8","0.5","625.0","91.8","94.4","1028.32","89.1","22.7","254.77","150.8","66.2","438.99","0.0","0.0","0.0","6.76"
"16","2010","6","Madhya Pradesh","Chhatarpur","8.9","5.5","617.98","140.2","169.1","1206.13","0.8","0.5","625.0","95.2","88.8","932.77","92.2","20.3","220.17","158.6","71.8","452.71","0.0","0.0","0.0","7.02"
"16","2011","6","Madhya Pradesh","Chhatarpur","9.1","7.9","868.13","130.5","199.5","1528.74","0.8","0.3","375.0","93.2","141.9","1522.53","87.2","12.3","141.06","156.1","60.5","387.57","0.0","0.0","0.0","9.13"
"16","2012","6","Madhya Pradesh","Chhatarpur","5.79","2.17","374.78","176.28","436.15","2474.19","0.56","0.31","553.57","92.37","117.36","1270.54","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.91"
"16","2013","6","Madhya Pradesh","Chhatarpur","5.37","4.75","884.54","192.59","434.62","2256.71","0.53","0.41","773.58","93.69","28.07","299.61","118.67","70.03","590.12","191.06","93.2","487.8","0.0","0.0","0.0","11.7"
"16","2014","6","Madhya Pradesh","Chhatarpur","10.0","8.67","867.0","121.0","267.0","2206.61","9.0","13.0","1444.44","46.0","28.0","608.7","105.37","72.25","685.68","127.65","146.79","1149.94","0.0","0.0","0.0","10.45"
"16","2015","6","Madhya Pradesh","Chhatarpur","8.0","2.67","333.75","88.0","161.0","1829.55","1.0","1.0","1000.0","49.0","42.0","857.14","129.0","99.0","767.44","162.93","101.4","622.35","0.0","0.0","0.0","9.98"
"17","2006","6","Madhya Pradesh","Panna","56.22","25.5","453.58","61.66","57.87","938.53","2.18","0.89","408.26","89.45","66.1","738.96","30.3","12.76","421.12","12.69","4.64","365.64","0.0","0.0","0.0","2.36"
"17","2007","6","Madhya Pradesh","Panna","49.8","15.31","307.43","53.6","53.2","992.54","2.0","1.2","600.0","92.9","69.0","742.73","33.7","14.1","418.4","16.7","7.3","437.13","0.0","0.0","0.0","2.49"
"17","2008","6","Madhya Pradesh","Panna","57.1","29.37","514.36","60.7","88.3","1454.7","2.2","1.9","863.64","94.0","98.0","1042.55","31.7","13.7","432.18","14.1","9.3","659.57","0.0","0.0","0.0","2.75"
"17","2009","6","Madhya Pradesh","Panna","58.3","28.6","490.57","68.3","97.1","1421.67","2.4","1.3","541.67","99.4","106.5","1071.43","47.1","24.2","513.8","42.5","22.9","538.82","0.0","0.0","0.0","3.33"
"17","2010","6","Madhya Pradesh","Panna","53.7","51.6","960.89","62.8","89.1","1418.79","2.6","2.4","923.08","77.5","72.5","935.48","82.4","27.4","332.52","42.1","23.5","558.19","0.0","0.0","0.0","4.83"
"17","2011","6","Madhya Pradesh","Panna","61.3","61.0","995.11","67.0","103.7","1547.76","4.7","2.9","617.02","99.4","106.8","1074.45","65.1","22.8","350.23","46.1","29.9","648.59","0.0","0.0","0.0","6.72"
"17","2012","6","Madhya Pradesh","Panna","63.64","64.91","1019.96","82.54","156.45","1895.44","2.56","3.86","1507.81","90.09","96.36","1069.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.81"
"17","2013","6","Madhya Pradesh","Panna","80.65","91.51","1134.66","85.23","151.52","1777.78","3.48","4.73","1359.2","83.26","37.56","451.12","82.16","64.93","790.29","56.96","34.34","602.88","0.0","0.0","0.0","7.78"
"17","2014","6","Madhya Pradesh","Panna","56.0","76.67","1369.11","63.0","123.0","1952.38","8.0","13.0","1625.0","67.0","36.0","537.31","61.05","36.58","599.18","56.22","55.7","990.75","0.0","0.0","0.0","7.55"
"17","2015","6","Madhya Pradesh","Panna","55.0","17.33","315.09","45.0","79.0","1755.56","2.0","3.0","1500.0","72.0","84.0","1166.67","91.0","105.0","1153.85","64.32","27.67","430.19","0.0","0.0","0.0","7.12"
"18","2006","6","Madhya Pradesh","Rewa","137.69","89.17","647.61","155.55","133.06","855.42","1.16","0.63","543.1","58.9","44.71","759.08","40.14","13.47","335.58","38.42","16.17","420.87","0.0","0.0","0.0","4.99"
"18","2007","6","Madhya Pradesh","Rewa","131.6","45.54","346.05","147.0","99.3","675.51","1.1","0.7","636.36","57.1","47.6","833.63","41.5","13.0","313.25","40.8","16.6","406.86","0.0","0.0","0.0","5.01"
"18","2008","6","Madhya Pradesh","Rewa","136.9","88.24","644.56","155.7","165.3","1061.66","1.3","1.1","846.15","58.9","56.9","966.04","39.9","17.5","438.6","47.8","25.3","529.29","0.0","0.0","0.0","5.49"
"18","2009","6","Madhya Pradesh","Rewa","124.9","79.8","638.91","155.7","158.0","1014.77","1.2","0.7","583.33","58.5","53.3","911.11","44.3","15.9","358.92","48.8","25.5","522.54","0.0","0.0","0.0","6.06"
"18","2010","6","Madhya Pradesh","Rewa","102.1","67.5","661.12","134.4","111.3","828.13","1.2","0.8","666.67","51.5","40.7","790.29","71.8","13.0","181.06","47.8","23.5","491.63","0.0","0.0","0.0","7.26"
"18","2011","6","Madhya Pradesh","Rewa","120.4","141.8","1177.74","166.2","215.4","1296.03","1.6","1.0","625.0","61.5","83.2","1352.85","54.1","12.7","234.75","64.0","27.3","426.56","0.0","0.0","0.0","7.84"
"18","2012","6","Madhya Pradesh","Rewa","123.51","199.65","1616.47","156.88","383.75","2446.14","1.17","0.92","786.32","49.11","70.61","1437.79","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.98"
"18","2013","6","Madhya Pradesh","Rewa","119.62","214.11","1789.92","154.21","318.56","2065.75","1.14","1.11","973.68","59.88","30.88","515.7","54.12","42.7","788.99","90.06","72.47","804.69","0.0","0.0","0.0","8.54"
"18","2014","6","Madhya Pradesh","Rewa","136.0","246.0","1808.82","199.0","683.0","3432.16","7.0","12.0","1714.29","51.0","39.0","764.71","61.44","36.7","597.33","95.88","84.35","879.75","0.0","0.0","0.0","9.09"
"18","2015","6","Madhya Pradesh","Rewa","121.0","114.67","947.69","189.0","398.0","2105.82","2.0","3.0","1500.0","64.0","64.0","1000.0","60.0","48.0","800.0","85.92","55.82","649.67","0.0","0.0","0.0","9.89"
"19","2006","6","Madhya Pradesh","Sidhi","127.04","103.52","814.86","88.55","67.56","762.96","35.91","27.88","776.39","37.86","15.91","420.23","20.84","8.43","404.51","44.73","14.5","324.17","0.0","0.0","0.0","4.43"
"19","2007","6","Madhya Pradesh","Sidhi","122.6","53.0","432.3","85.8","54.7","637.53","36.4","34.4","945.05","35.8","12.1","337.99","21.0","8.5","404.76","44.0","16.1","365.91","0.0","0.0","0.0","4.47"
"19","2008","6","Madhya Pradesh","Sidhi","122.4","48.11","393.06","86.2","75.9","880.51","37.2","42.5","1142.47","37.2","17.2","462.37","75.0","34.3","457.33","48.3","18.1","374.74","0.0","0.0","0.0","4.42"
"19","2009","6","Madhya Pradesh","Sidhi","116.4","73.4","630.58","87.4","80.4","919.91","35.7","35.4","991.6","35.7","18.2","509.8","22.3","11.4","511.21","45.6","20.9","458.33","0.0","0.0","0.0","4.69"
"19","2010","6","Madhya Pradesh","Sidhi","102.5","91.3","890.73","84.6","73.2","865.25","35.2","40.1","1139.2","33.8","14.5","428.99","23.9","9.6","401.67","44.3","19.6","442.44","0.0","0.0","0.0","4.88"
"19","2011","6","Madhya Pradesh","Sidhi","87.8","84.5","962.41","110.3","128.3","1163.19","35.9","31.8","885.79","42.0","25.7","611.9","26.3","9.5","361.22","54.0","29.2","540.74","0.0","0.0","0.0","4.83"
"19","2012","6","Madhya Pradesh","Sidhi","115.75","238.24","2058.23","90.66","198.24","2186.63","34.47","70.41","2042.65","32.86","21.74","661.59","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.3"
"19","2013","6","Madhya Pradesh","Sidhi","116.25","172.7","1485.59","93.77","212.23","2263.3","34.2","58.31","1704.97","33.54","24.83","740.31","54.11","36.62","676.77","58.35","44.96","770.52","0.0","0.0","0.0","5.41"
"19","2014","6","Madhya Pradesh","Sidhi","100.0","126.0","1260.0","136.0","310.0","2279.41","39.0","71.0","1820.51","48.0","32.0","666.67","41.69","24.05","576.88","58.9","45.29","768.93","0.0","0.0","0.0","5.5"
"19","2015","6","Madhya Pradesh","Sidhi","118.0","137.33","1163.81","109.0","231.0","2119.27","49.0","86.0","1755.1","63.0","68.0","1079.37","43.0","32.49","755.49","55.01","31.08","564.99","0.0","0.0","0.0","6.0"
"20","2006","6","Madhya Pradesh","Satna","94.92","60.92","641.8","141.99","124.81","879.01","0.76","0.38","500.0","90.19","43.71","484.64","51.89","17.53","337.83","40.38","17.51","433.63","0.0","0.0","0.0","8.15"
"20","2007","6","Madhya Pradesh","Satna","89.7","22.37","249.39","127.8","88.5","692.49","0.8","0.5","625.0","98.2","32.5","330.96","49.0","13.6","277.55","56.3","23.9","424.51","0.0","0.0","0.0","8.34"
"20","2008","6","Madhya Pradesh","Satna","90.3","39.01","432.0","137.9","147.8","1071.79","0.8","0.6","750.0","92.3","48.2","522.21","44.4","13.8","310.81","64.1","33.3","519.5","0.0","0.0","0.0","8.8"
"20","2009","6","Madhya Pradesh","Satna","82.6","53.5","647.7","143.2","173.1","1208.8","0.8","0.5","625.0","90.5","55.9","617.68","48.8","21.1","432.38","66.2","33.8","510.57","0.0","0.0","0.0","10.56"
"20","2010","6","Madhya Pradesh","Satna","71.7","74.3","1036.26","125.4","119.1","949.76","0.7","0.6","857.14","74.1","32.2","434.55","75.0","20.5","273.33","60.7","35.4","583.2","0.0","0.0","0.0","13.26"
"20","2011","6","Madhya Pradesh","Satna","82.4","135.9","1649.27","135.2","202.2","1495.56","0.8","0.6","750.0","95.3","56.9","597.06","63.6","15.9","250.0","65.2","30.4","466.26","0.0","0.0","0.0","14.44"
"20","2012","6","Madhya Pradesh","Satna","85.38","197.67","2315.18","142.46","448.59","3148.88","0.84","1.23","1464.29","78.13","40.46","517.85","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15.27"
"20","2013","6","Madhya Pradesh","Satna","82.07","188.56","2297.55","146.54","479.99","3275.49","0.77","0.54","701.3","93.14","42.16","452.65","107.27","46.75","435.82","85.64","19.6","228.87","0.0","0.0","0.0","15.52"
"20","2014","6","Madhya Pradesh","Satna","104.0","201.33","1935.87","169.0","593.0","3508.88","17.0","24.0","1411.76","68.0","63.0","926.47","60.44","33.46","553.61","83.4","151.18","1812.71","0.0","0.0","0.0","16.59"
"20","2015","6","Madhya Pradesh","Satna","104.0","238.0","2288.46","132.0","390.0","2954.55","3.0","6.0","2000.0","109.0","127.0","1165.14","106.0","72.0","679.25","100.51","35.66","354.79","0.0","0.0","0.0","17.24"
"21","2006","6","Madhya Pradesh","Shahdol","253.22","208.91","825.01","62.51","48.24","771.72","33.98","20.02","589.17","12.8","5.22","407.81","30.58","11.2","366.25","57.97","17.53","302.4","0.0","0.0","0.0","3.84"
"21","2007","6","Madhya Pradesh","Shahdol","254.6","100.06","393.01","58.4","44.8","767.12","33.7","24.5","727.0","12.3","4.4","357.72","31.2","11.6","371.79","57.2","17.3","302.45","0.0","0.0","0.0","3.81"
"21","2008","6","Madhya Pradesh","Shahdol","253.0","149.96","592.73","61.3","52.5","856.44","34.9","28.2","808.02","13.0","5.3","407.69","33.6","12.5","372.02","62.3","20.9","335.47","0.0","0.0","0.0","3.85"
"21","2009","6","Madhya Pradesh","Shahdol","236.0","165.9","702.97","63.4","46.2","728.71","32.9","18.9","574.47","14.1","6.1","432.62","32.4","12.4","382.72","60.6","20.3","334.98","0.0","0.0","0.0","4.01"
"21","2010","6","Madhya Pradesh","Shahdol","236.6","227.1","959.85","61.6","44.0","714.29","32.8","28.0","853.66","13.3","4.3","323.31","47.6","10.3","216.39","59.6","19.0","318.79","0.0","0.0","0.0","4.45"
"21","2011","6","Madhya Pradesh","Shahdol","258.6","353.7","1367.75","86.6","79.3","915.7","35.1","24.9","709.4","17.5","8.2","468.57","50.0","13.4","268.0","80.1","26.9","335.83","0.02","0.01","423.53","5.08"
